 1.96349541E-01   3.40654823E+00
 3.92699082E-01   4.35585023E+00
 5.89048623E-01   5.34771075E+00
 7.85398163E-01   5.91607020E+00
 9.81747704E-01   5.61204913E+00
 1.17809725E+00   4.57955747E+00
 1.37444679E+00   3.46862540E+00
 1.57079633E+00   2.71828183E+00
 1.76714587E+00   2.37790808E+00
 1.96349541E+00   2.35523820E+00
 2.15984495E+00   2.55412800E+00
 2.35619449E+00   2.87410664E+00
 2.55254403E+00   3.18271806E+00
 2.74889357E+00   3.32043377E+00
 2.94524311E+00   3.16142968E+00
 3.14159265E+00   2.71828183E+00
 3.33794219E+00   2.17209921E+00
 3.53429174E+00   1.72773957E+00
 3.73064128E+00   1.47632783E+00
 3.92699082E+00   1.41713200E+00
 4.12334036E+00   1.52872019E+00
 4.31968990E+00   1.79686561E+00
 4.51603944E+00   2.20684371E+00
 4.71238898E+00   2.71828183E+00
 4.90873852E+00   3.21909590E+00
 5.10508806E+00   3.49385014E+00
 5.30143760E+00   3.35897528E+00
 5.49778714E+00   2.91702899E+00
 5.69413668E+00   2.48057606E+00
 5.89048623E+00   2.26650351E+00
 6.08683577E+00   2.34051093E+00
 6.28318531E+00   2.71828183E+00
