 1.96349541E-01   2.28711664E+00
 3.92699082E-01   2.30175302E+00
 5.89048623E-01   2.61787937E+00
 7.85398163E-01   3.24479580E+00
 9.81747704E-01   4.15212789E+00
 1.17809725E+00   5.16516589E+00
 1.37444679E+00   5.86311148E+00
 1.57079633E+00   5.74702107E+00
 1.76714587E+00   4.81424371E+00
 1.96349541E+00   3.66908999E+00
 2.15984495E+00   2.83360468E+00
 2.35619449E+00   2.41718431E+00
 2.55254403E+00   2.33919050E+00
 2.74889357E+00   2.50104086E+00
 2.94524311E+00   2.80628293E+00
 3.14159265E+00   3.12941226E+00
 3.33794219E+00   3.31395942E+00
 3.53429174E+00   3.21907397E+00
 3.73064128E+00   2.82266218E+00
 3.92699082E+00   2.27843442E+00
 4.12334036E+00   1.80231313E+00
 4.31968990E+00   1.51050084E+00
 4.51603944E+00   1.41474989E+00
 4.71238898E+00   1.49346880E+00
 4.90873852E+00   1.73131365E+00
 5.10508806E+00   2.11471397E+00
 5.30143760E+00   2.61180733E+00
 5.49778714E+00   3.12888029E+00
 5.69413668E+00   3.46870533E+00
 5.89048623E+00   3.41875504E+00
 6.08683577E+00   3.01519831E+00
 6.28318531E+00   2.55421312E+00
