 1.96349541E-01   2.40332068E+00
 3.92699082E-01   2.92982676E+00
 5.89048623E-01   3.37022294E+00
 7.85398163E-01   3.49129267E+00
 9.81747704E-01   3.20257704E+00
 1.17809725E+00   2.72532317E+00
 1.37444679E+00   2.36233653E+00
 1.57079633E+00   2.26039977E+00
 1.76714587E+00   2.45448596E+00
 1.96349541E+00   2.95682812E+00
 2.15984495E+00   3.76196792E+00
 2.35619449E+00   4.76832092E+00
 2.55254403E+00   5.65773447E+00
 2.74889357E+00   5.90891672E+00
 2.94524311E+00   5.25356264E+00
 3.14159265E+00   4.10938322E+00
 3.33794219E+00   3.11630760E+00
 3.53429174E+00   2.53727130E+00
 3.73064128E+00   2.33643455E+00
 3.92699082E+00   2.41330817E+00
 4.12334036E+00   2.67417729E+00
 4.31968990E+00   3.00755169E+00
 4.51603944E+00   3.26719932E+00
 4.71238898E+00   3.29590094E+00
 4.90873852E+00   3.01108705E+00
 5.10508806E+00   2.49900033E+00
 5.30143760E+00   1.97411495E+00
 5.49778714E+00   1.60286143E+00
 5.69413668E+00   1.43089257E+00
 5.89048623E+00   1.44221267E+00
 6.08683577E+00   1.61784494E+00
 6.28318531E+00   1.94510576E+00
