 3.92699082E-01   1.46621380E+00
 7.85398163E-01   2.02811498E+00
 1.17809725E+00   2.51904417E+00
 1.57079633E+00   2.71828183E+00
 1.96349541E+00   2.51904417E+00
 2.35619449E+00   2.02811498E+00
 2.74889357E+00   1.46621380E+00
 3.14159265E+00   1.00000000E+00
 3.53429174E+00   6.82028773E-01
 3.92699082E+00   4.93068691E-01
 4.31968990E+00   3.96975969E-01
 4.71238898E+00   3.67879441E-01
 5.10508806E+00   3.96975969E-01
 5.49778714E+00   4.93068691E-01
 5.89048623E+00   6.82028773E-01
 6.28318531E+00   1.00000000E+00
