# n   L2 Error          LInf Error
4     3.10536030E-01    1.75201194E-01
8     7.72499757E-03    4.31791110E-03
16    3.13384730E-07    1.76189313E-07
32    4.19480702E-15    4.55191440E-15
64    9.28003520E-15    8.32667268E-15
