 9.81747704E-02   1.09767053E+00
 1.96349541E-01   1.19206679E+00
 2.94524311E-01   1.27924549E+00
 3.92699082E-01   1.35460492E+00
 4.90873852E-01   1.41304117E+00
 5.89048623E-01   1.44919714E+00
 6.87223393E-01   1.45780310E+00
 7.85398163E-01   1.43409386E+00
 8.83572934E-01   1.37427217E+00
 9.81747704E-01   1.27597344E+00
 1.07992247E+00   1.13867585E+00
 1.17809725E+00   9.63996470E-01
 1.27627202E+00   7.55819373E-01
 1.37444679E+00   5.20217983E-01
 1.47262156E+00   2.65158323E-01
 1.57079633E+00   1.66446757E-16
 1.66897110E+00  -2.65158323E-01
 1.76714587E+00  -5.20217983E-01
 1.86532064E+00  -7.55819373E-01
 1.96349541E+00  -9.63996470E-01
 2.06167018E+00  -1.13867585E+00
 2.15984495E+00  -1.27597344E+00
 2.25801972E+00  -1.37427217E+00
 2.35619449E+00  -1.43409386E+00
 2.45436926E+00  -1.45780310E+00
 2.55254403E+00  -1.44919714E+00
 2.65071880E+00  -1.41304117E+00
 2.74889357E+00  -1.35460492E+00
 2.84706834E+00  -1.27924549E+00
 2.94524311E+00  -1.19206679E+00
 3.04341788E+00  -1.09767053E+00
 3.14159265E+00  -1.00000000E+00
 3.23976742E+00  -9.02267676E-01
 3.33794219E+00  -8.06951232E-01
 3.43611696E+00  -7.15839777E-01
 3.53429174E+00  -6.30112424E-01
 3.63246651E+00  -5.50433443E-01
 3.73064128E+00  -4.77051532E-01
 3.82881605E+00  -4.09894286E-01
 3.92699082E+00  -3.48652215E-01
 4.02516559E+00  -2.92849443E-01
 4.12334036E+00  -2.41900243E-01
 4.22151513E+00  -1.95152012E-01
 4.31968990E+00  -1.51916126E-01
 4.41786467E+00  -1.11488534E-01
 4.51603944E+00  -7.31620878E-02
 4.61421421E+00  -3.62325410E-02
 4.71238898E+00  -6.75783570E-17
 4.81056375E+00   3.62325410E-02
 4.90873852E+00   7.31620878E-02
 5.00691329E+00   1.11488534E-01
 5.10508806E+00   1.51916126E-01
 5.20326283E+00   1.95152012E-01
 5.30143760E+00   2.41900243E-01
 5.39961237E+00   2.92849443E-01
 5.49778714E+00   3.48652215E-01
 5.59596191E+00   4.09894286E-01
 5.69413668E+00   4.77051532E-01
 5.79231146E+00   5.50433443E-01
 5.89048623E+00   6.30112424E-01
 5.98866100E+00   7.15839777E-01
 6.08683577E+00   8.06951232E-01
 6.18501054E+00   9.02267676E-01
 6.28318531E+00   1.00000000E+00
