 1.96349541E-01   1.21542076E+00
 3.92699082E-01   1.46621380E+00
 5.89048623E-01   1.74293458E+00
 7.85398163E-01   2.02811498E+00
 9.81747704E-01   2.29669151E+00
 1.17809725E+00   2.51904417E+00
 1.37444679E+00   2.66654941E+00
 1.57079633E+00   2.71828183E+00
 1.76714587E+00   2.66654941E+00
 1.96349541E+00   2.51904417E+00
 2.15984495E+00   2.29669151E+00
 2.35619449E+00   2.02811498E+00
 2.55254403E+00   1.74293458E+00
 2.74889357E+00   1.46621380E+00
 2.94524311E+00   1.21542076E+00
 3.14159265E+00   1.00000000E+00
 3.33794219E+00   8.22760341E-01
 3.53429174E+00   6.82028773E-01
 3.73064128E+00   5.73745000E-01
 3.92699082E+00   4.93068691E-01
 4.12334036E+00   4.35408934E-01
 4.31968990E+00   3.96975969E-01
 4.51603944E+00   3.75016490E-01
 4.71238898E+00   3.67879441E-01
 4.90873852E+00   3.75016490E-01
 5.10508806E+00   3.96975969E-01
 5.30143760E+00   4.35408934E-01
 5.49778714E+00   4.93068691E-01
 5.69413668E+00   5.73745000E-01
 5.89048623E+00   6.82028773E-01
 6.08683577E+00   8.22760341E-01
 6.28318531E+00   1.00000000E+00
