0000000000   3.60992924E-32
0000000001   1.32569553E-31
0000000002   1.42518816E-31
0000000003   1.60507530E-31
0000000004   6.92386206E-33
0000000005   2.05522784E-31
0000000006   2.50000000E-01
0000000007   1.74629355E-31
0000000008   7.94375328E-32
