 1.96349541E-01  -3.53553391E-01
 3.92699082E-01   5.00000000E-01
 5.89048623E-01  -3.53553391E-01
 7.85398163E-01   3.06161700E-16
 9.81747704E-01   3.53553391E-01
 1.17809725E+00  -5.00000000E-01
 1.37444679E+00   3.53553391E-01
 1.57079633E+00  -6.12323400E-16
 1.76714587E+00  -3.53553391E-01
 1.96349541E+00   5.00000000E-01
 2.15984495E+00  -3.53553391E-01
 2.35619449E+00   2.69484194E-15
 2.55254403E+00   3.53553391E-01
 2.74889357E+00  -5.00000000E-01
 2.94524311E+00   3.53553391E-01
 3.14159265E+00  -1.22464680E-15
 3.33794219E+00  -3.53553391E-01
 3.53429174E+00   5.00000000E-01
 3.73064128E+00  -3.53553391E-01
 3.92699082E+00  -2.45548340E-16
 4.12334036E+00   3.53553391E-01
 4.31968990E+00  -5.00000000E-01
 4.51603944E+00   3.53553391E-01
 4.71238898E+00  -5.38968388E-15
 4.90873852E+00  -3.53553391E-01
 5.10508806E+00   5.00000000E-01
 5.30143760E+00  -3.53553391E-01
 5.49778714E+00   3.91948874E-15
 5.69413668E+00   3.53553391E-01
 5.89048623E+00  -5.00000000E-01
 6.08683577E+00   3.53553391E-01
 6.28318531E+00  -2.44929360E-15
