 3.92699082E-01   7.07106781E-01
 7.85398163E-01  -1.00000000E+00
 1.17809725E+00   7.07106781E-01
 1.57079633E+00   3.67394040E-16
 1.96349541E+00  -7.07106781E-01
 2.35619449E+00   1.00000000E+00
 2.74889357E+00  -7.07106781E-01
 3.14159265E+00  -7.34788079E-16
 3.53429174E+00   7.07106781E-01
 3.92699082E+00  -1.00000000E+00
 4.31968990E+00   7.07106781E-01
 4.71238898E+00   1.10218212E-15
 5.10508806E+00  -7.07106781E-01
 5.49778714E+00   1.00000000E+00
 5.89048623E+00  -7.07106781E-01
 6.28318531E+00  -1.46957616E-15
